scenario,encrypt_mean,encrypt_var,eval_mean,eval_var,setup_mean,setup_var
5,0.003915,0.000000,0.108737,0.000000,0.000021,0.000000
10,0.008650,0.000000,2.940036,0.000010,0.000020,0.000000
20,0.015242,0.000000,73.745250,0.004392,0.000020,0.000000
30,0.022844,0.000000,605.493729,0.205301,0.000020,0.000000
40,0.030334,0.000000,2228.430601,4.101612,0.000020,0.000000
